"PAGE TITLE","PAGE URL","LINK TEXT","LINK URL","TARGET TITLE"
"Veterans Health Issues Related to Service History: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era","Vietnam War","/health-care/health-needs-conditions/health-issues-related-to-service-era/vietnam-war","Vietnam War Veterans Health Issues: VA.gov"
"Veterans Health Issues Related to Service History: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era","Korean War","/health-care/health-needs-conditions/health-issues-related-to-service-era/korean-war","Korean War Veterans Health Issues: VA.gov"
"Veterans Health Issues Related to Service History: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era","World War II","/health-care/health-needs-conditions/health-issues-related-to-service-era/world-war-ii","World War II Veterans Health Issues: VA.gov"
"Veterans Health Issues Related to Service History: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era","Health Topics A-Z","https://localhost/health/topics/index.asp","External Link"
"Veterans Health Issues Related to Service History: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era","Mental Health","/health-care/health-needs-conditions/mental-health","VA Mental Health Services: VA.gov"
"Veterans Health Issues Related to Service History: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era","Military Sexual Trauma","/health-care/health-needs-conditions/military-sexual-trauma","Military Sexual Trauma (MST): VA.gov"
"Veterans Health Issues Related to Service History: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era","Substance Use Problems","/health-care/health-needs-conditions/substance-use-problems","Substance Use Treatment for Veterans: VA.gov"
"Veterans Health Issues Related to Service History: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era","Exposure to Hazardous Materials","/health-care/health-needs-conditions/chemical-hazardous-materials-exposure","Chemical or Hazardous Material Exposure: VA.gov"
"Veterans Health Issues Related to Service History: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era","Women’s Health Care Needs","/health-care/health-needs-conditions/womens-health-needs","Women’s Health Care Needs: VA.gov"
"Veterans Health Issues Related to Service History: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era","Operation Enduring Freedom in Afghanistan

                October 7, 2001 to present","/health-care/health-needs-conditions/health-issues-related-to-service-era/operation-enduring-freedom/","Operation Enduring Freedom Veterans Health Issues: VA.gov"
"Veterans Health Issues Related to Service History: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era","Iraq War—Operation Iraqi Freedom and Operation New Dawn

                March 19, 2003—December 15, 2011","/health-care/health-needs-conditions/health-issues-related-to-service-era/iraq-war/","Iraq War Veterans Health Issues: VA.gov"
"Veterans Health Issues Related to Service History: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era","Gulf War—Operation Desert Shield and Desert Storm

                August 2, 1990—present","/health-care/health-needs-conditions/health-issues-related-to-service-era/gulf-war/","Gulf War Veterans Health Issues: VA.gov"
"Veterans Health Issues Related to Service History: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era","Cold War Era

                1945—1991","/health-care/health-needs-conditions/health-issues-related-to-service-era/cold-war/","Cold War Veterans Health Issues: VA.gov"
"Veterans Health Issues Related to Service History: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era","Vietnam War

                November 1, 1965—April 30, 1975","/health-care/health-needs-conditions/health-issues-related-to-service-era/vietnam-war/","Vietnam War Veterans Health Issues: VA.gov"
"Veterans Health Issues Related to Service History: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era","Korean War

                June 25, 1950—July 27, 1953","/health-care/health-needs-conditions/health-issues-related-to-service-era/korean-war/","Korean War Veterans Health Issues: VA.gov"
"Veterans Health Issues Related to Service History: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era","World War II

                September 1, 1939—September 2, 1945","/health-care/health-needs-conditions/health-issues-related-to-service-era/world-war-ii/","World War II Veterans Health Issues: VA.gov"
"Iraq War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/iraq-war","Skip to Content","#content","Skip to Content"
"Iraq War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/iraq-war","update your browser","https://whatbrowser.org/","External Link"
"Iraq War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/iraq-war","/img/header-logo.png","/","VA.gov"
"Iraq War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/iraq-war","Home","/","VA.gov"
"Iraq War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/iraq-war","Health Care","/health-care","VA Health Care: VA.gov"
"Iraq War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/iraq-war","Health Needs and Conditions","/health-care/health-needs-conditions","Health Needs and Conditions: VA.gov"
"Iraq War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/iraq-war","Health Issues Related to Service Era","/health-care/health-needs-conditions/health-issues-related-to-service-era","Veterans Health Issues Related to Service History: VA.gov"
"Iraq War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/iraq-war","Iraq War","/health-care/health-needs-conditions/health-issues-related-to-service-era/iraq-war","Iraq War Veterans Health Issues: VA.gov"
"Iraq War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/iraq-war","Health Issues Related to Service Era","/health-care/health-needs-conditions/health-issues-related-to-service-era","Veterans Health Issues Related to Service History: VA.gov"
"Iraq War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/iraq-war","Operation Enduring Freedom","/health-care/health-needs-conditions/health-issues-related-to-service-era/operation-enduring-freedom","Operation Enduring Freedom Veterans Health Issues: VA.gov"
"Iraq War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/iraq-war","Iraq War","/health-care/health-needs-conditions/health-issues-related-to-service-era/iraq-war","Iraq War Veterans Health Issues: VA.gov"
"Iraq War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/iraq-war","Gulf War","/health-care/health-needs-conditions/health-issues-related-to-service-era/gulf-war","Gulf War Veterans Health Issues: VA.gov"
"Iraq War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/iraq-war","Cold War Era","/health-care/health-needs-conditions/health-issues-related-to-service-era/cold-war","Cold War Veterans Health Issues: VA.gov"
"Iraq War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/iraq-war","Vietnam War","/health-care/health-needs-conditions/health-issues-related-to-service-era/vietnam-war","Vietnam War Veterans Health Issues: VA.gov"
"Iraq War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/iraq-war","Korean War","/health-care/health-needs-conditions/health-issues-related-to-service-era/korean-war","Korean War Veterans Health Issues: VA.gov"
"Iraq War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/iraq-war","World War II","/health-care/health-needs-conditions/health-issues-related-to-service-era/world-war-ii","World War II Veterans Health Issues: VA.gov"
"Iraq War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/iraq-war","Sand, dust, and particulates","http://www.publichealth.va.gov/exposures/sand-dust-particulates/index.asp","External Link"
"Iraq War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/iraq-war","Burn pit smoke","http://www.publichealth.va.gov/exposures/burnpits/index.asp","External Link"
"Iraq War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/iraq-war","Depleted uranium","http://www.publichealth.va.gov/exposures/depleted_uranium/index.asp","External Link"
"Iraq War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/iraq-war","Sulfur fire (Al Mishraq, Iraq)","http://www.publichealth.va.gov/exposures/mishraq-sulfur-fire/index.asp","External Link"
"Iraq War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/iraq-war","Chemical warfare agents (OIF)","http://www.publichealth.va.gov/exposures/chemical-warfare-agents-oif.asp","External Link"
"Iraq War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/iraq-war","Chromium (Qarmat Ali, Basrah, Iraq)","http://www.publichealth.va.gov/exposures/qarmat-ali/index.asp","External Link"
"Iraq War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/iraq-war","Extreme heat","http://www.publichealth.va.gov/exposures/heat-injuries/index.asp","External Link"
"Iraq War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/iraq-war","Toxic embedded fragments","http://www.publichealth.va.gov/exposures/toxic_fragments/index.asp","External Link"
"Iraq War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/iraq-war","Explosions","http://www.publichealth.va.gov/exposures/traumatic-brain-injury.asp","External Link"
"Iraq War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/iraq-war","Noise","http://www.publichealth.va.gov/exposures/noise/index.asp","External Link"
"Iraq War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/iraq-war","Infectious diseases","http://www.publichealth.va.gov/exposures/infectious-diseases/index.asp","External Link"
"Iraq War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/iraq-war","Rabies","http://www.publichealth.va.gov/exposures/rabies/index.asp","External Link"
"Iraq War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/iraq-war","Illnesses or injuries caused by occupational (job-related) hazards","http://www.publichealth.va.gov/exposures/categories/occupational-hazards.asp","External Link"
"Iraq War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/iraq-war","Side effects of Mefloquine (brand name: Lariam®)","http://www.publichealth.va.gov/exposures/mefloquine-lariam.asp","External Link"
"Iraq War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/iraq-war","Find your local VA environmental health coordinator","https://www.publichealth.va.gov/exposures/coordinators.asp","External Link"
"Iraq War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/iraq-war","Download our Toxic Embedded Fragments fact sheet","http://www.publichealth.va.gov/docs/exposures/TEFSC-veterans-fact-sheet.pdf","External Link"
"Iraq War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/iraq-war","Learn more about the Depleted Uranium Follow-up Program","http://www.publichealth.va.gov/exposures/depleted_uranium/followup_program.asp","External Link"
"Iraq War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/iraq-war","The Airborne Hazards and Open Burn Pit Registry","https://veteran.mobilehealth.va.gov/AHBurnPitRegistry/","External Link"
"Iraq War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/iraq-war","The Gulf War Registry","http://www.publichealth.va.gov/exposures/gulfwar/benefits/registry-exam.asp","External Link"
"Iraq War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/iraq-war","See if you qualify for disability benefits due to Gulf War Illness","/disability/eligibility/hazardous-materials-exposure/gulf-war-illness-southwest-asia/","Gulf War Illness: VA.gov"
"Iraq War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/iraq-war","See if you qualify for disability benefits due to contact with hazardous materials","/disability/eligibility/hazardous-materials-exposure/","Contact with Harmful Chemicals or Other Hazardous Materials: VA.gov"
"Iraq War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/iraq-war","About VA Health Care Coverage

                Learn more about your VA health care benefits, your health care team, and where you’ll go for care.","/health-care/about-va-health-benefits/","About VA Health Benefits: VA.gov"
"Iraq War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/iraq-war","Health Care Benefits Eligibility

                Not sure if you qualify? Find out if you can get VA health care benefits.","/health-care/eligibility/","Eligibility for VA Health Care: VA.gov"
"Iraq War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/iraq-war","How to Apply for Health Care Benefits

                Ready to apply? Get started now.","/health-care/how-to-apply/","How to Apply for VA Health Care: VA.gov"
"Korean War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/korean-war","Skip to Content","#content","Skip to Content"
"Korean War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/korean-war","update your browser","https://whatbrowser.org/","External Link"
"Korean War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/korean-war","/img/header-logo.png","/","VA.gov"
"Korean War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/korean-war","Home","/","VA.gov"
"Korean War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/korean-war","Health Care","/health-care","VA Health Care: VA.gov"
"Korean War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/korean-war","Health Needs and Conditions","/health-care/health-needs-conditions","Health Needs and Conditions: VA.gov"
"Korean War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/korean-war","Health Issues Related to Service Era","/health-care/health-needs-conditions/health-issues-related-to-service-era","Veterans Health Issues Related to Service History: VA.gov"
"Korean War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/korean-war","Korean War","/health-care/health-needs-conditions/health-issues-related-to-service-era/korean-war","Korean War Veterans Health Issues: VA.gov"
"Korean War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/korean-war","Health Issues Related to Service Era","/health-care/health-needs-conditions/health-issues-related-to-service-era","Veterans Health Issues Related to Service History: VA.gov"
"Korean War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/korean-war","Operation Enduring Freedom","/health-care/health-needs-conditions/health-issues-related-to-service-era/operation-enduring-freedom","Operation Enduring Freedom Veterans Health Issues: VA.gov"
"Korean War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/korean-war","Iraq War","/health-care/health-needs-conditions/health-issues-related-to-service-era/iraq-war","Iraq War Veterans Health Issues: VA.gov"
"Korean War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/korean-war","Gulf War","/health-care/health-needs-conditions/health-issues-related-to-service-era/gulf-war","Gulf War Veterans Health Issues: VA.gov"
"Korean War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/korean-war","Cold War Era","/health-care/health-needs-conditions/health-issues-related-to-service-era/cold-war","Cold War Veterans Health Issues: VA.gov"
"Korean War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/korean-war","Vietnam War","/health-care/health-needs-conditions/health-issues-related-to-service-era/vietnam-war","Vietnam War Veterans Health Issues: VA.gov"
"Korean War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/korean-war","Korean War","/health-care/health-needs-conditions/health-issues-related-to-service-era/korean-war","Korean War Veterans Health Issues: VA.gov"
"Korean War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/korean-war","World War II","/health-care/health-needs-conditions/health-issues-related-to-service-era/world-war-ii","World War II Veterans Health Issues: VA.gov"
"Korean War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/korean-war","Extreme cold","http://www.publichealth.va.gov/exposures/cold-injuries/index.asp","External Link"
"Korean War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/korean-war","Occupational (job-related) hazards","http://www.publichealth.va.gov/exposures/categories/occupational-hazards.asp","External Link"
"Korean War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/korean-war","Noise","http://www.publichealth.va.gov/exposures/noise/index.asp","External Link"
"Korean War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/korean-war","Find your local VA environmental health coordinator","https://www.publichealth.va.gov/exposures/coordinators.asp","External Link"
"Korean War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/korean-war","Learn more about disability benefits","/disability/","VA Disability Compensation: VA.gov"
"Korean War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/korean-war","About VA Health Care Coverage

                Learn more about your VA health care benefits, your health care team, and where you’ll go for care.","/health-care/about-va-health-benefits/","About VA Health Benefits: VA.gov"
"Korean War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/korean-war","Health Care Benefits Eligibility

                Not sure if you qualify? Find out if you can get VA health care benefits.","/health-care/eligibility/","Eligibility for VA Health Care: VA.gov"
"Korean War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/korean-war","How to Apply for Health Care Benefits

                Ready to apply? Get started now.","/health-care/how-to-apply/","How to Apply for VA Health Care: VA.gov"
"Operation Enduring Freedom Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/operation-enduring-freedom","Skip to Content","#content","Skip to Content"
"Operation Enduring Freedom Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/operation-enduring-freedom","update your browser","https://whatbrowser.org/","External Link"
"Operation Enduring Freedom Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/operation-enduring-freedom","/img/header-logo.png","/","VA.gov"
"Operation Enduring Freedom Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/operation-enduring-freedom","Home","/","VA.gov"
"Operation Enduring Freedom Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/operation-enduring-freedom","Health Care","/health-care","VA Health Care: VA.gov"
"Operation Enduring Freedom Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/operation-enduring-freedom","Health Needs and Conditions","/health-care/health-needs-conditions","Health Needs and Conditions: VA.gov"
"Operation Enduring Freedom Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/operation-enduring-freedom","Health Issues Related to Service Era","/health-care/health-needs-conditions/health-issues-related-to-service-era","Veterans Health Issues Related to Service History: VA.gov"
"Operation Enduring Freedom Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/operation-enduring-freedom","Operation Enduring Freedom","/health-care/health-needs-conditions/health-issues-related-to-service-era/operation-enduring-freedom","Operation Enduring Freedom Veterans Health Issues: VA.gov"
"Operation Enduring Freedom Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/operation-enduring-freedom","Health Issues Related to Service Era","/health-care/health-needs-conditions/health-issues-related-to-service-era","Veterans Health Issues Related to Service History: VA.gov"
"Operation Enduring Freedom Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/operation-enduring-freedom","Operation Enduring Freedom","/health-care/health-needs-conditions/health-issues-related-to-service-era/operation-enduring-freedom","Operation Enduring Freedom Veterans Health Issues: VA.gov"
"Operation Enduring Freedom Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/operation-enduring-freedom","Iraq War","/health-care/health-needs-conditions/health-issues-related-to-service-era/iraq-war","Iraq War Veterans Health Issues: VA.gov"
"Operation Enduring Freedom Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/operation-enduring-freedom","Gulf War","/health-care/health-needs-conditions/health-issues-related-to-service-era/gulf-war","Gulf War Veterans Health Issues: VA.gov"
"Operation Enduring Freedom Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/operation-enduring-freedom","Cold War Era","/health-care/health-needs-conditions/health-issues-related-to-service-era/cold-war","Cold War Veterans Health Issues: VA.gov"
"Operation Enduring Freedom Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/operation-enduring-freedom","Vietnam War","/health-care/health-needs-conditions/health-issues-related-to-service-era/vietnam-war","Vietnam War Veterans Health Issues: VA.gov"
"Operation Enduring Freedom Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/operation-enduring-freedom","Korean War","/health-care/health-needs-conditions/health-issues-related-to-service-era/korean-war","Korean War Veterans Health Issues: VA.gov"
"Operation Enduring Freedom Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/operation-enduring-freedom","World War II","/health-care/health-needs-conditions/health-issues-related-to-service-era/world-war-ii","World War II Veterans Health Issues: VA.gov"
"Operation Enduring Freedom Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/operation-enduring-freedom","Sand, dust, and particulates","http://www.publichealth.va.gov/exposures/sand-dust-particulates/index.asp","External Link"
"Operation Enduring Freedom Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/operation-enduring-freedom","Burn pit smoke","http://www.publichealth.va.gov/exposures/burnpits/index.asp","External Link"
"Operation Enduring Freedom Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/operation-enduring-freedom","Depleted uranium","http://www.publichealth.va.gov/exposures/depleted_uranium/index.asp","External Link"
"Operation Enduring Freedom Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/operation-enduring-freedom","Extreme cold","http://www.publichealth.va.gov/exposures/cold-injuries/index.asp","External Link"
"Operation Enduring Freedom Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/operation-enduring-freedom","Extreme heat","http://www.publichealth.va.gov/exposures/heat-injuries/index.asp","External Link"
"Operation Enduring Freedom Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/operation-enduring-freedom","Toxic embedded fragments","http://www.publichealth.va.gov/exposures/toxic_fragments/index.asp","External Link"
"Operation Enduring Freedom Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/operation-enduring-freedom","Explosions","http://www.publichealth.va.gov/exposures/traumatic-brain-injury.asp","External Link"
"Operation Enduring Freedom Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/operation-enduring-freedom","Noise","http://www.publichealth.va.gov/exposures/noise/index.asp","External Link"
"Operation Enduring Freedom Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/operation-enduring-freedom","Infectious diseases","http://www.publichealth.va.gov/exposures/infectious-diseases/index.asp","External Link"
"Operation Enduring Freedom Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/operation-enduring-freedom","Rabies","http://www.publichealth.va.gov/exposures/rabies/index.asp","External Link"
"Operation Enduring Freedom Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/operation-enduring-freedom","Occupational (job-related) hazards","http://www.publichealth.va.gov/exposures/categories/occupational-hazards.asp","External Link"
"Operation Enduring Freedom Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/operation-enduring-freedom","Side effects of Mefloquine (brand name: Lariam®)","http://www.publichealth.va.gov/exposures/mefloquine-lariam.asp","External Link"
"Operation Enduring Freedom Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/operation-enduring-freedom","Join the registry","https://veteran.mobilehealth.va.gov/AHBurnPitRegistry/","External Link"
"Operation Enduring Freedom Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/operation-enduring-freedom","Find your local VA environmental health coordinator","https://www.publichealth.va.gov/exposures/coordinators.asp","External Link"
"Operation Enduring Freedom Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/operation-enduring-freedom","Download our Toxic Embedded Fragments fact sheet","http://www.publichealth.va.gov/docs/exposures/TEFSC-veterans-fact-sheet.pdf","External Link"
"Operation Enduring Freedom Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/operation-enduring-freedom","Learn more about the Depleted Uranium Follow-up Program","http://www.publichealth.va.gov/exposures/depleted_uranium/followup_program.asp","External Link"
"Operation Enduring Freedom Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/operation-enduring-freedom","See if you qualify for disability benefits due to Gulf War Illness from service in Afghanistan","/disability/eligibility/hazardous-materials-exposure/gulf-war-illness-afghanistan/","Gulf War Illness from Service in Afghanistan: VA.gov"
"Operation Enduring Freedom Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/operation-enduring-freedom","See if you qualify for disability benefits due to contact with hazardous materials","/disability/eligibility/hazardous-materials-exposure/","Contact with Harmful Chemicals or Other Hazardous Materials: VA.gov"
"Operation Enduring Freedom Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/operation-enduring-freedom","About VA Health Care Coverage

                Learn more about your VA health care benefits, your health care team, and where you’ll go for care.","/health-care/about-va-health-benefits/","About VA Health Benefits: VA.gov"
"Operation Enduring Freedom Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/operation-enduring-freedom","Health Care Benefits Eligibility

                Not sure if you qualify? Find out if you can get VA health care benefits.","/health-care/eligibility/","Eligibility for VA Health Care: VA.gov"
"Operation Enduring Freedom Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/operation-enduring-freedom","How to Apply for Health Care Benefits

                Ready to apply? Get started now.","/health-care/how-to-apply/","How to Apply for VA Health Care: VA.gov"
"Vietnam War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/vietnam-war","Skip to Content","#content","Skip to Content"
"Vietnam War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/vietnam-war","update your browser","https://whatbrowser.org/","External Link"
"Vietnam War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/vietnam-war","/img/header-logo.png","/","VA.gov"
"Vietnam War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/vietnam-war","Home","/","VA.gov"
"Vietnam War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/vietnam-war","Health Care","/health-care","VA Health Care: VA.gov"
"Vietnam War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/vietnam-war","Health Needs and Conditions","/health-care/health-needs-conditions","Health Needs and Conditions: VA.gov"
"Vietnam War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/vietnam-war","Health Issues Related to Service Era","/health-care/health-needs-conditions/health-issues-related-to-service-era","Veterans Health Issues Related to Service History: VA.gov"
"Vietnam War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/vietnam-war","Vietnam War","/health-care/health-needs-conditions/health-issues-related-to-service-era/vietnam-war","Vietnam War Veterans Health Issues: VA.gov"
"Vietnam War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/vietnam-war","Health Issues Related to Service Era","/health-care/health-needs-conditions/health-issues-related-to-service-era","Veterans Health Issues Related to Service History: VA.gov"
"Vietnam War Veterans Health Issues: VA.gov","/health-care/health-needs-conditions/health-issues-related-to-service-era/vietnam-war","Operation Enduring Freedom","/health-care/health-needs-conditions/health-issues-related-to-service-era/operation-enduring-freedom","Operation Enduring Freedom Veterans Health Issues: VA.gov"
